month,business_type,market_condition,price,marketing_spend,employees,demand,revenue,operational_cost,profit,customer_churn_rate,risk_flag
2024-03,Manufacturing,Stable,1477.79,30274.24,14,1840,2719133.6,1056014.32,1663119.28,0.16,0
2024-03,E-Commerce,Stable,1787.62,19652.47,65,1145,2046824.9,1608699.94,438124.96,0.07,0
2024-03,E-Commerce,Stable,1796.8,18488.2,31,340,610912.0,666761.8,-55849.8,0.03,1
2024-03,E-Commerce,Recession,1295.66,37267.89,58,877,1136293.82,1248156.04,-111862.22,0.03,1
2024-03,E-Commerce,Competitive,390.47,13661.96,44,7620,2975381.4,1566276.38,1409105.02,0.04,0
2024-03,Retail,Stable,1279.81,48136.13,74,3206,4103070.86,2389057.39,1714013.47,0.12,0
2024-03,E-Commerce,Competitive,1012.56,29249.75,46,1641,1661610.96,1217733.04,443877.92,0.15,0
2024-03,E-Commerce,Growth,613.29,29494.43,76,6148,3770506.92,2300646.51,1469860.41,0.03,0
2024-03,E-Commerce,Recession,1129.25,18892.58,46,334,377169.5,822043.43,-444873.93,0.11,1
2024-03,Retail,Growth,1904.27,24376.62,36,1818,3461962.86,1602965.48,1858997.38,0.07,0
2024-03,Retail,Stable,1431.0,16693.01,19,2426,3471606.0,1343174.81,2128431.19,0.08,0
2024-03,Manufacturing,Recession,1374.8,10101.54,6,2298,3159290.4,1047888.66,2111401.74,0.02,0
2024-03,Retail,Competitive,1864.03,43369.67,74,1442,2687931.26,1959749.05,728182.21,0.08,0
2024-03,Manufacturing,Competitive,1311.24,49037.77,15,3127,4100247.48,1504112.01,2596135.47,0.1,0
2024-03,Manufacturing,Stable,1423.43,40233.08,37,250,355857.5,701990.33,-346132.83,0.21,1
2024-03,Retail,Competitive,1744.19,12983.68,64,316,551164.04,1138332.89,-587168.85,0.23,1
2024-03,Retail,Competitive,1996.6,14284.87,20,390,778674.0,547887.07,230786.93,0.13,0
2024-03,E-Commerce,Growth,1176.81,40680.57,30,2075,2441880.75,1223244.8,1218635.95,0.22,1
2024-03,E-Commerce,Competitive,937.52,42793.38,37,3801,3563513.52,1666847.44,1896666.08,0.08,0
2024-03,E-Commerce,Stable,743.27,35805.56,19,2042,1517757.34,776132.76,741624.58,0.04,0
2024-03,Manufacturing,Stable,1275.43,5762.45,79,1859,2371024.37,1902069.76,468954.61,0.1,0
2024-03,Retail,Competitive,1442.47,41583.59,28,2928,4223552.16,1728649.24,2494902.92,0.22,1
2024-03,Manufacturing,Competitive,900.66,19290.03,16,2905,2616417.3,1044215.22,1572202.08,0.07,0
2024-03,E-Commerce,Growth,1670.09,33226.74,71,970,1619987.3,1584222.93,35764.37,0.06,0
2024-03,Retail,Stable,1665.41,32160.97,23,2348,3910382.68,1550275.77,2360106.91,0.08,0
2024-03,Retail,Stable,753.48,30537.78,34,4826,3636294.48,1631426.12,2004868.36,0.05,0
2024-03,Retail,Growth,297.76,27157.21,22,1725,513636.0,511248.01,2387.99,0.14,0
2024-03,E-Commerce,Stable,1558.05,45285.62,61,2172,3384084.6,1975511.0,1408573.6,0.03,0
2024-03,E-Commerce,Recession,1695.51,44279.79,64,1412,2394060.12,1722497.83,671562.29,0.03,0
2024-03,Manufacturing,Stable,1188.76,32867.18,5,1651,1962642.76,696660.01,1265982.75,0.16,0
2024-03,Manufacturing,Stable,534.36,49512.24,18,7548,4033349.28,1529517.02,2503832.26,0.13,0
2024-03,Manufacturing,Growth,284.79,45604.47,37,3681,1048311.99,915098.07,133213.92,0.23,1
2024-03,Manufacturing,Stable,1957.5,16975.38,66,261,510907.5,1160247.63,-649340.13,0.22,1
2024-03,Manufacturing,Stable,1120.85,44302.1,47,2168,2430002.8,1478302.94,951699.86,0.11,0
2024-03,E-Commerce,Growth,1816.66,7657.85,66,234,425098.44,1125187.38,-700088.94,0.16,1
2024-03,Manufacturing,Stable,214.49,13413.12,25,4758,1020543.42,694576.15,325967.27,0.13,0
2024-03,Manufacturing,Competitive,1366.18,36972.74,21,1165,1591599.7,829452.65,762147.05,0.12,0
2024-03,Retail,Recession,1729.23,23235.03,10,1307,2260103.61,851266.11,1408837.5,0.1,0
2024-03,Retail,Stable,1685.12,44512.22,6,413,695954.56,343298.59,352655.97,0.22,1
2024-03,Retail,Growth,1622.5,44625.3,32,244,395890.0,643392.3,-247502.3,0.13,1
2024-03,E-Commerce,Stable,1003.3,21316.07,25,3395,3406203.5,1418177.12,1988026.38,0.14,0
2024-03,E-Commerce,Recession,1030.19,27946.87,48,2940,3028758.6,1656574.45,1372184.15,0.1,0
2024-03,Manufacturing,Recession,751.16,28621.54,28,1424,1069651.84,769517.09,300134.75,0.04,0
2024-03,E-Commerce,Growth,1449.77,48886.89,7,2339,3391012.03,1171190.5,2219821.53,0.04,0
2024-03,Retail,Recession,1387.28,41580.0,24,1055,1463580.4,840654.12,622926.28,0.24,1
2024-03,Retail,Recession,215.34,36691.68,47,10422,2244273.48,1414973.72,829299.76,0.11,0
2024-03,Retail,Competitive,981.88,33403.25,22,3600,3534768.0,1423833.65,2110934.35,0.2,1
2024-03,Retail,Stable,847.55,19014.64,69,286,242399.3,1126734.43,-884335.13,0.24,1
2024-03,E-Commerce,Competitive,1068.34,11353.53,39,1846,1972155.64,1188000.22,784155.42,0.06,0
2024-03,Manufacturing,Stable,1412.09,7909.17,50,1954,2759223.86,1585676.33,1173547.53,0.24,1
2024-03,Retail,Recession,1764.72,47036.11,12,2306,4069444.32,1447869.41,2621574.91,0.18,0
2024-03,E-Commerce,Recession,566.34,48106.83,42,1616,915205.44,952668.46,-37463.02,0.07,1
2024-03,Manufacturing,Stable,1097.72,19288.52,39,1966,2158117.52,1251723.78,906393.74,0.21,1
2024-03,Manufacturing,Recession,393.99,34966.41,5,849,334497.51,210315.66,124181.85,0.03,0
2024-03,E-Commerce,Stable,888.79,27467.46,21,2845,2528607.55,1101049.72,1427557.83,0.13,0
2024-03,Retail,Competitive,1532.24,47398.89,65,284,435156.16,1152945.74,-717789.58,0.15,1
2024-03,E-Commerce,Stable,1771.53,43304.58,32,990,1753814.7,1049448.99,704365.71,0.07,0
2024-03,E-Commerce,Competitive,361.08,37829.2,8,8855,3197363.4,1117038.22,2080325.18,0.06,0
2024-03,Retail,Stable,454.5,13831.96,53,6912,3141504.0,1751283.16,1390220.84,0.16,0
2024-03,E-Commerce,Competitive,1408.11,14936.32,69,248,349211.28,1154699.7,-805488.42,0.18,1
2024-03,Retail,Recession,1651.48,49337.91,52,954,1575511.92,1301991.49,273520.43,0.2,1
2024-03,Manufacturing,Stable,1905.65,12866.58,67,1310,2496401.5,1766787.03,729614.47,0.24,1
2024-03,Manufacturing,Stable,1653.38,33956.74,79,518,856450.84,1475891.99,-619441.15,0.09,1
2024-03,Manufacturing,Competitive,1232.64,6589.48,78,570,702604.8,1387370.92,-684766.12,0.1,1
2024-03,E-Commerce,Recession,559.08,12532.06,26,1650,922482.0,679276.66,243205.34,0.04,0
2024-03,E-Commerce,Stable,1924.74,9717.62,9,1254,2413623.96,868804.81,1544819.15,0.16,0
2024-03,E-Commerce,Stable,1617.25,31197.22,12,371,599999.75,391197.14,208802.61,0.11,0
2024-03,Retail,Stable,1880.74,11240.33,23,1010,1899547.4,926104.55,973442.85,0.16,0
2024-03,Retail,Stable,1344.99,6041.0,11,1141,1534633.59,631431.08,903202.51,0.14,0
2024-03,Manufacturing,Stable,845.0,43402.13,46,342,288990.0,820099.13,-531109.13,0.09,1
2024-03,Manufacturing,Growth,1594.61,10659.65,78,154,245569.94,1254330.63,-1008760.69,0.16,1
2024-03,Manufacturing,Competitive,1516.04,16728.36,74,1997,3027531.88,2034987.92,992543.96,0.2,1
2024-03,E-Commerce,Stable,1980.78,39746.87,8,958,1897587.24,729023.04,1168564.2,0.22,1
2024-03,Manufacturing,Competitive,1417.9,12555.31,70,230,326117.0,1160390.41,-834273.41,0.15,1
2024-03,Manufacturing,Competitive,1573.44,37458.42,31,2542,3999684.48,1702363.76,2297320.72,0.16,0
2024-03,Manufacturing,Stable,1589.51,38181.83,8,1090,1732565.9,677951.6,1054614.3,0.02,0
2024-03,Manufacturing,Stable,1000.91,14509.31,14,1693,1694540.63,732871.5,961669.13,0.23,1
2024-03,E-Commerce,Stable,915.63,7337.85,68,405,370830.15,1138586.9,-767756.75,0.12,1
2024-03,Manufacturing,Stable,1001.86,34231.47,22,1162,1164161.32,713479.87,450681.45,0.21,1
2024-03,E-Commerce,Competitive,1167.79,11888.79,41,339,395880.81,745653.03,-349772.22,0.16,1
2024-03,Manufacturing,Competitive,317.73,49839.79,61,2603,827051.19,1212955.15,-385903.96,0.06,1
2024-03,Manufacturing,Recession,1549.12,8817.18,24,449,695554.88,577483.64,118071.24,0.03,0
2024-03,E-Commerce,Competitive,1143.29,17474.19,56,887,1014098.23,1161703.66,-147605.43,0.04,1
2024-03,Retail,Stable,1659.9,13662.22,42,747,1239945.3,1015645.81,224299.49,0.2,1
2024-03,E-Commerce,Competitive,912.55,24981.03,63,3213,2932023.15,1849587.98,1082435.17,0.22,1
2024-03,Retail,Competitive,1076.57,17919.68,13,3005,3235092.85,1183447.53,2051645.32,0.17,0
2024-03,Retail,Stable,253.4,31653.95,12,11856,3004310.4,1112947.07,1891363.33,0.19,1
2024-03,E-Commerce,Stable,1519.87,20088.17,6,469,712819.03,323933.88,388885.15,0.14,0
2024-03,E-Commerce,Stable,1567.49,30791.32,44,1450,2272860.5,1372649.47,900211.03,0.09,0
2024-03,E-Commerce,Stable,541.95,21592.4,68,5972,3236525.4,2012550.02,1223975.38,0.06,0
2024-03,Retail,Stable,343.71,14255.62,69,9653,3317832.63,2044605.41,1273227.22,0.1,0
2024-03,E-Commerce,Stable,1274.06,39608.88,68,981,1249852.86,1434564.74,-184711.88,0.15,1
2024-03,Manufacturing,Stable,1800.75,25917.89,75,2047,3686135.25,2256758.47,1429376.78,0.07,0
2024-03,Manufacturing,Stable,685.03,8638.75,10,2775,1900958.25,728926.22,1172032.03,0.03,0
2024-03,E-Commerce,Growth,1095.07,38913.02,76,1778,1947034.46,1763023.36,184011.1,0.09,0
2024-03,Retail,Recession,1065.33,32317.27,17,2715,2892370.95,1155028.56,1737342.39,0.15,0
2024-03,Retail,Stable,1741.58,41582.09,42,513,893430.54,939611.25,-46180.71,0.05,1
2024-03,Retail,Competitive,462.9,10854.87,18,4722,2185813.8,936599.01,1249214.79,0.16,0
2024-03,Retail,Growth,417.15,37999.11,20,7575,3159911.25,1285972.49,1873938.76,0.15,0
2024-03,Retail,Stable,774.11,18727.91,47,441,341382.51,826142.66,-484760.15,0.02,1
2024-03,Retail,Growth,1207.98,38158.03,58,1429,1726203.42,1426019.06,300184.36,0.08,0
2024-03,Manufacturing,Recession,1936.55,17460.91,53,1014,1963661.7,1401559.42,562102.28,0.2,1
2024-03,E-Commerce,Growth,1798.93,44976.67,23,520,935443.6,670609.75,264833.85,0.09,0
2024-03,Retail,Competitive,1183.17,6154.36,74,925,1094432.25,1444484.04,-350051.79,0.09,1
2024-03,Manufacturing,Recession,1026.38,39084.24,48,2775,2848204.5,1613545.59,1234658.91,0.04,0
2024-03,Manufacturing,Competitive,670.24,15608.55,38,4915,3294229.6,1573877.43,1720352.17,0.09,0
2024-03,Manufacturing,Competitive,1829.75,34564.69,64,275,503181.25,1145519.06,-642337.81,0.22,1
2024-03,E-Commerce,Competitive,757.06,40325.61,39,3480,2634568.8,1415696.25,1218872.55,0.13,0
2024-03,Manufacturing,Growth,994.15,27334.87,55,3752,3730050.8,1971350.11,1758700.69,0.05,0
2024-03,Manufacturing,Competitive,859.35,11715.98,53,1872,1608703.2,1289326.94,319376.26,0.18,0
2024-03,Retail,Growth,1699.28,25211.08,65,216,367044.48,1110324.42,-743279.94,0.24,1
2024-03,Retail,Stable,1844.34,15207.83,50,645,1189599.3,1122087.62,67511.68,0.21,1
2024-03,Manufacturing,Stable,1290.67,36044.99,32,2202,2842055.34,1368661.59,1473393.75,0.09,0
2024-03,Retail,Competitive,1402.78,10599.98,13,2128,2985115.84,1101134.73,1883981.11,0.15,0
2024-03,Manufacturing,Stable,1754.85,45620.31,49,330,579100.5,954350.46,-375249.96,0.04,1
2024-03,Retail,Competitive,1396.52,7639.59,15,1060,1480311.2,676732.95,803578.25,0.2,1
2024-03,Retail,Stable,592.64,33528.81,37,1432,848660.48,843126.95,5533.53,0.21,1
2024-03,Retail,Recession,1301.55,29704.53,15,1367,1779218.85,788470.18,990748.67,0.15,0
2024-03,Retail,Competitive,653.77,21900.35,50,2696,1762563.92,1300669.53,461894.39,0.11,0
2024-03,E-Commerce,Competitive,1416.3,13729.36,7,1646,2331229.8,818098.3,1513131.5,0.05,0
2024-03,E-Commerce,Competitive,282.36,18253.65,6,2387,673993.32,310451.65,363541.67,0.17,0
2024-03,Manufacturing,Stable,1395.94,14039.06,20,1336,1864975.84,873531.81,991444.03,0.21,1
2024-03,E-Commerce,Competitive,633.97,20465.86,17,1573,997234.81,574636.3,422598.51,0.06,0
2024-03,Retail,Stable,820.37,11988.49,17,808,662858.96,465846.18,197012.78,0.06,0
2024-03,Retail,Stable,1454.01,8810.45,58,826,1201012.26,1239114.13,-38101.87,0.18,1
2024-03,Retail,Growth,968.15,34171.19,5,570,551845.5,274724.84,277120.66,0.12,0
2024-03,E-Commerce,Competitive,1877.1,14348.31,60,214,401699.4,1034858.13,-633158.73,0.18,1
2024-03,E-Commerce,Recession,1302.86,9676.52,34,1503,1958198.58,1107136.09,851062.49,0.16,0
2024-03,Manufacturing,Recession,1667.93,41563.42,67,1580,2635329.4,1837162.24,798167.16,0.1,0
2024-03,Retail,Competitive,1079.37,42171.74,57,3466,3741096.42,2019500.67,1721595.75,0.02,0
2024-03,Retail,Stable,1147.96,28575.21,22,598,686480.08,564519.23,121960.85,0.08,0
2024-03,Manufacturing,Recession,908.79,46788.88,69,3534,3211663.86,2045288.04,1166375.82,0.25,1
2024-03,Manufacturing,Competitive,566.02,33228.86,23,4636,2624068.72,1165449.48,1458619.24,0.22,1
2024-03,Retail,Competitive,747.98,17876.68,28,1241,928243.18,716349.63,211893.55,0.05,0
2024-03,Retail,Stable,218.46,15543.27,13,7034,1536647.64,671537.56,865110.08,0.22,1
2024-03,Manufacturing,Competitive,1973.65,18227.43,66,367,724329.55,1225526.3,-501196.75,0.2,1
2024-03,E-Commerce,Competitive,938.06,36675.12,52,1069,1002786.14,1117510.96,-114724.82,0.21,1
2024-03,Retail,Growth,1788.76,16930.41,16,334,597445.84,436164.16,161281.68,0.07,0
2024-03,Manufacturing,Competitive,1838.66,36145.8,67,1974,3629514.84,2130000.25,1499514.59,0.23,1
2024-03,E-Commerce,Recession,1208.63,45309.58,57,1586,1916887.18,1475375.73,441511.45,0.17,0
2024-03,E-Commerce,Competitive,995.38,11637.87,63,1601,1593603.38,1434718.88,158884.5,0.17,0
2024-03,Manufacturing,Stable,435.26,25343.53,66,4198,1827221.48,1563509.97,263711.51,0.2,1
2024-03,Retail,Competitive,642.59,37919.64,73,4691,3014389.69,2037236.55,977153.14,0.11,0
2024-03,E-Commerce,Stable,1542.85,41625.55,45,1547,2386788.95,1432662.24,954126.71,0.09,0
2024-03,Manufacturing,Stable,1106.83,46213.59,44,1468,1624826.44,1193661.52,431164.92,0.03,0
2024-03,E-Commerce,Stable,1126.83,28111.15,40,2946,3319641.18,1624003.5,1695637.68,0.18,0
2024-03,Retail,Stable,1236.21,40586.42,8,2299,2842046.79,1013200.46,1828846.33,0.22,1
2024-03,Manufacturing,Growth,519.32,7823.76,7,2587,1343480.84,515868.01,827612.83,0.04,0
2024-03,Retail,Competitive,1831.0,29067.49,66,1753,3209743.0,1981990.39,1227752.61,0.18,0
2024-03,Manufacturing,Growth,917.36,45413.58,22,3385,3105263.6,1306992.66,1798270.94,0.19,1
2024-03,Retail,Competitive,742.76,6149.31,27,1440,1069574.4,732021.63,337552.77,0.02,0
2024-03,E-Commerce,Competitive,522.05,46169.72,79,1455,759582.75,1459044.54,-699461.79,0.21,1
2024-03,Retail,Growth,1334.3,35091.43,8,2178,2906105.4,1026923.05,1879182.35,0.2,1
2024-03,Manufacturing,Competitive,656.94,22871.16,38,1204,790955.76,830157.89,-39202.13,0.1,1
2024-03,Manufacturing,Recession,586.68,12266.16,17,5564,3264287.52,1246552.42,2017735.1,0.07,0
2024-03,Retail,Stable,1002.37,38083.91,56,1457,1460453.09,1316219.84,144233.25,0.14,0
2024-03,Manufacturing,Stable,1000.94,20927.81,45,2090,2091964.6,1323517.19,768447.41,0.1,0
2024-03,Manufacturing,Growth,1721.43,28025.13,33,1167,2008908.81,1125697.77,883211.04,0.15,0
2024-03,E-Commerce,Growth,1342.82,10610.86,76,827,1110512.14,1483764.5,-373252.36,0.03,1
2024-03,Retail,Stable,1580.08,15377.15,78,240,379219.2,1299142.91,-919923.71,0.08,1
2024-03,Retail,Competitive,637.75,14269.15,19,4404,2808651.0,1141864.45,1666786.55,0.14,0
2024-03,Manufacturing,Growth,215.04,5228.04,77,14269,3068405.76,2080749.77,987655.99,0.07,0
2024-03,Retail,Stable,1600.46,28336.07,14,1374,2199032.04,898045.68,1300986.36,0.22,1
2024-03,E-Commerce,Competitive,1016.15,17085.75,42,2546,2587117.9,1423221.12,1163896.78,0.09,0
2024-03,Manufacturing,Competitive,580.66,26697.11,7,4280,2485224.8,877264.55,1607960.25,0.18,0
2024-03,Manufacturing,Stable,810.15,33662.61,58,3982,3226017.3,1871467.8,1354549.5,0.05,0
2024-03,E-Commerce,Competitive,368.78,12604.26,32,6540,2411821.2,1216150.62,1195670.58,0.22,1
2024-03,Manufacturing,Stable,1979.84,34348.87,49,1283,2540134.72,1531389.29,1008745.43,0.07,0
2024-03,Manufacturing,Stable,1990.39,49200.63,16,1394,2774603.66,1121581.73,1653021.93,0.02,0
2024-03,E-Commerce,Stable,1866.4,8541.2,75,396,739094.4,1355269.52,-616175.12,0.19,1
2024-03,Manufacturing,Recession,716.42,33397.58,66,5243,3756190.06,2150254.6,1605935.46,0.23,1
2024-03,E-Commerce,Growth,332.43,34599.98,63,11685,3884444.55,2144933.35,1739511.2,0.22,1
2024-03,E-Commerce,Stable,1800.69,34263.93,10,1273,2292278.37,871947.44,1420330.93,0.23,1
2024-03,E-Commerce,Competitive,1014.36,9392.53,31,2478,2513584.08,1228467.75,1285116.33,0.25,1
2024-03,Retail,Recession,488.04,14819.95,62,1670,815026.8,1189327.99,-374301.19,0.1,1
2024-03,Manufacturing,Competitive,1916.41,41080.01,9,1939,3715918.99,1290855.71,2425063.28,0.15,0
2024-03,Retail,Stable,1803.99,16026.97,20,1515,2733044.85,1135940.42,1597104.43,0.03,0
2024-03,Manufacturing,Stable,1406.16,29473.82,50,906,1273980.96,1161668.11,112312.85,0.06,0
2024-03,Manufacturing,Growth,952.31,47871.76,25,1220,1161818.2,771417.22,390400.98,0.08,0
2024-03,E-Commerce,Competitive,884.87,6590.3,42,1816,1606923.92,1118667.48,488256.44,0.11,0
2024-03,E-Commerce,Growth,628.33,6736.59,61,3074,1931486.42,1501182.52,430303.9,0.04,0
2024-03,Manufacturing,Stable,651.03,28962.8,11,974,634103.22,384193.77,249909.45,0.14,0
2024-03,E-Commerce,Stable,1851.64,47328.14,41,872,1614630.08,1146717.16,467912.92,0.25,1
2024-03,Manufacturing,Stable,323.59,38074.11,29,5470,1770037.3,1004085.3,765952.0,0.14,0
2024-03,Manufacturing,Growth,545.55,46131.1,79,3283,1791040.65,1768443.3,22597.35,0.21,1
2024-03,E-Commerce,Stable,1377.09,13080.43,74,2419,3331180.71,2122434.64,1208746.07,0.22,1
2024-03,E-Commerce,Competitive,677.78,48015.29,35,5870,3978568.6,1766585.87,2211982.73,0.21,1
2024-03,Retail,Stable,1671.95,36603.37,67,455,760737.25,1269824.55,-509087.3,0.04,1
2024-03,Manufacturing,Competitive,1999.82,42460.5,8,752,1503864.64,613619.89,890244.75,0.04,0
2024-03,Manufacturing,Growth,1143.42,45580.79,33,496,567136.32,710721.69,-143585.37,0.14,1
2024-03,Retail,Competitive,1609.97,42501.28,10,1154,1857905.38,749872.89,1108032.49,0.04,0
2024-03,E-Commerce,Competitive,1934.45,31911.45,44,631,1220637.95,1058102.84,162535.11,0.19,1
2024-03,E-Commerce,Stable,1296.49,24723.31,77,954,1236851.46,1550778.75,-313927.29,0.23,1
2024-03,E-Commerce,Competitive,1942.4,22481.95,54,311,604086.4,1013707.87,-409621.47,0.08,1
2024-03,Manufacturing,Stable,753.34,45470.08,47,3240,2440821.6,1482716.56,958105.04,0.11,0
2024-03,Retail,Stable,335.65,15531.01,40,4378,1469475.7,1056373.72,413101.98,0.18,0
2024-03,Retail,Stable,616.77,17681.7,11,1984,1223671.68,549783.2,673888.48,0.05,0
2024-03,Manufacturing,Stable,513.37,16753.09,34,4744,2435427.28,1257381.27,1178046.01,0.25,1
2024-03,Manufacturing,Growth,1529.9,13935.37,9,1328,2031707.2,758447.53,1273259.67,0.17,0
2024-03,Manufacturing,Competitive,1769.92,8655.99,11,1171,2072576.32,795428.89,1277147.43,0.11,0
2024-03,Retail,Competitive,698.49,17135.87,31,2632,1838425.68,1033663.57,804762.11,0.05,0
2024-03,Manufacturing,Stable,1810.75,48888.07,25,2322,4204561.5,1685256.52,2519304.98,0.11,0
2024-03,E-Commerce,Competitive,1626.94,17321.49,76,279,453916.26,1293496.37,-839580.11,0.1,1
2024-03,E-Commerce,Growth,1025.21,21659.66,23,2864,2936201.44,1247520.09,1688681.35,0.12,0
2024-03,E-Commerce,Recession,1205.35,34558.15,17,2393,2884402.55,1154878.91,1729523.64,0.11,0
2024-03,Manufacturing,Stable,1608.76,34471.48,14,1487,2392226.12,962139.32,1430086.8,0.23,1
2024-03,E-Commerce,Stable,446.32,39181.9,31,4995,2229368.4,1172992.42,1056375.98,0.06,0
2024-03,Retail,Growth,1013.32,42372.52,69,2399,2430954.68,1806658.92,624295.76,0.15,0
2024-03,Manufacturing,Competitive,1273.32,38610.9,73,1937,2466420.84,1873537.15,592883.69,0.06,0
2024-03,Retail,Competitive,1693.73,16145.64,51,416,704591.68,992523.14,-287931.46,0.19,1
2024-03,Retail,Stable,1397.39,13508.23,8,428,598082.92,312933.11,285149.81,0.22,1
2024-03,Manufacturing,Competitive,305.0,15024.37,20,6381,1946205.0,898885.87,1047319.13,0.1,0
2024-03,Manufacturing,Stable,933.48,12921.07,18,2666,2488657.68,1029518.37,1459139.31,0.11,0
2024-03,E-Commerce,Stable,1758.86,17489.71,70,1564,2750857.04,1892746.82,858110.22,0.17,0
2024-03,E-Commerce,Stable,1087.7,18087.38,26,2166,2355958.2,1114874.84,1241083.36,0.09,0
2024-03,E-Commerce,Competitive,1565.86,12233.34,68,1800,2818548.0,1877797.74,940750.26,0.15,0
2024-03,Manufacturing,Competitive,745.29,9050.9,13,1550,1155199.5,550610.75,604588.75,0.1,0
2024-03,E-Commerce,Recession,725.29,36956.45,70,2707,1963360.03,1675964.46,287395.57,0.09,0
2024-03,Manufacturing,Recession,213.09,26577.11,21,1342,285966.78,427367.14,-141400.36,0.19,1
2024-03,E-Commerce,Stable,1499.18,34384.84,9,1392,2086858.56,795442.41,1291416.15,0.23,1
2024-03,Manufacturing,Growth,859.06,45593.92,17,4623,3971434.38,1492024.23,2479410.15,0.22,1
2024-03,Manufacturing,Stable,892.04,6212.64,27,1795,1601211.8,891576.18,709635.62,0.17,0
2024-03,Retail,Stable,1002.72,19111.09,31,1572,1576275.84,956993.84,619282.0,0.22,1
2024-03,Retail,Growth,936.42,24222.78,20,1666,1560075.72,792245.5,767830.22,0.08,0
2024-03,Manufacturing,Recession,1758.83,8220.73,10,1832,3222176.56,1124873.7,2097302.86,0.2,1
2024-03,Manufacturing,Stable,1338.35,45541.7,38,928,1241988.8,988138.34,253850.46,0.21,1
2024-04,Retail,Growth,1121.15,37849.06,37,1900,2130185.0,1231904.56,898280.44,0.04,0
2024-04,E-Commerce,Competitive,513.39,27797.82,75,7218,3705649.02,2264492.53,1441156.49,0.07,0
2024-04,E-Commerce,Stable,857.11,48499.45,26,4826,4136412.86,1679423.31,2456989.55,0.22,1
2024-04,Retail,Stable,455.92,36944.08,12,5911,2694943.12,1025427.02,1669516.1,0.02,0
2024-04,E-Commerce,Competitive,1780.68,30995.74,71,351,625018.68,1283501.34,-658482.66,0.02,1
2024-04,Retail,Growth,1640.52,21831.66,16,369,605351.88,443437.22,161914.66,0.03,0
2024-04,Retail,Stable,1881.75,20196.87,54,576,1083888.0,1155363.27,-71475.27,0.14,1
2024-04,Manufacturing,Stable,296.3,36325.63,68,12072,3576933.6,2129405.71,1447527.89,0.04,0
2024-04,Manufacturing,Stable,566.08,35784.21,67,3454,1955240.32,1627356.31,327884.01,0.15,0
2024-04,Retail,Stable,976.91,40219.61,49,2661,2599557.51,1555086.86,1044470.65,0.22,1
2024-04,Retail,Stable,1981.56,36031.05,46,748,1482206.88,1170693.11,311513.77,0.24,1
2024-04,Manufacturing,Stable,757.58,38500.21,39,3718,2816682.44,1468504.94,1348177.5,0.14,0
2024-04,Manufacturing,Stable,241.77,20827.36,43,12504,3023092.08,1572754.98,1450337.1,0.04,0
2024-04,E-Commerce,Growth,529.25,34602.18,39,4730,2503352.5,1370607.93,1132744.57,0.17,0
2024-04,E-Commerce,Competitive,1207.49,7151.47,59,1987,2399282.63,1611936.26,787346.37,0.13,0
2024-04,E-Commerce,Stable,1326.04,17418.65,77,430,570197.2,1343477.81,-773280.61,0.21,1
2024-04,E-Commerce,Stable,1997.45,35400.56,71,1315,2626646.75,1888394.58,738252.17,0.24,1
2024-04,Retail,Growth,374.05,48869.97,65,4290,1604674.5,1505272.32,99402.18,0.02,0
2024-04,Retail,Growth,1520.46,17256.2,17,1998,3037879.08,1183619.92,1854259.16,0.12,0
2024-04,E-Commerce,Stable,1247.3,30251.62,70,507,632381.1,1269965.95,-637584.85,0.2,1
2024-04,Manufacturing,Stable,843.06,49093.04,48,2642,2227364.52,1437302.4,790062.12,0.1,0
2024-04,E-Commerce,Competitive,696.74,16587.42,71,3590,2501296.6,1831976.4,669320.2,0.11,0
2024-04,Manufacturing,Stable,1473.79,23368.03,45,247,364026.13,807575.87,-443549.74,0.17,1
2024-04,Manufacturing,Recession,1665.31,29048.71,64,1339,2229850.09,1658003.74,571846.35,0.22,1
2024-04,E-Commerce,Stable,291.68,35917.12,59,9170,2674705.6,1723328.8,951376.8,0.03,0
2024-04,Retail,Stable,266.58,25516.57,62,3964,1056723.12,1272533.51,-215810.39,0.11,1
2024-04,Retail,Stable,1259.58,9958.46,72,630,793535.4,1328019.08,-534483.68,0.04,1
2024-04,E-Commerce,Recession,1807.38,47998.92,37,574,1037436.12,914229.76,123206.36,0.1,0
2024-04,E-Commerce,Competitive,1235.83,40658.27,29,773,955296.59,762247.25,193049.34,0.06,0
2024-04,Manufacturing,Recession,833.72,26052.05,25,1765,1471515.8,842506.79,629009.01,0.22,1
2024-04,E-Commerce,Competitive,562.71,26324.45,73,1997,1123731.87,1458444.01,-334712.14,0.07,1
2024-04,Manufacturing,Stable,1579.59,43842.36,22,1398,2208266.82,1036322.41,1171944.41,0.03,0
2024-04,Manufacturing,Stable,497.74,44010.78,46,4276,2128336.24,1372511.65,755824.59,0.16,0
2024-04,E-Commerce,Competitive,1046.11,41371.97,74,2364,2473004.04,1893273.18,579730.86,0.14,0
2024-04,E-Commerce,Competitive,546.95,12379.53,78,4092,2238119.4,1853815.35,384304.05,0.16,0
2024-04,E-Commerce,Recession,1129.46,27115.13,36,2061,2327817.06,1265460.25,1062356.81,0.08,0
2024-04,Retail,Stable,307.37,41393.38,32,4232,1300789.84,911630.33,389159.51,0.2,1
2024-04,E-Commerce,Competitive,1824.96,19236.41,18,1952,3562321.92,1357932.99,2204388.93,0.11,0
